UID,SFDC Account ID,Portal,Name,EmailDomain,In Deals,Allocated,Declined/Pass,Other
3826319463,,Santander,Digital Federal Credit Union,dcu.org,1,0,1,0
9259871187,,Santander,DLA Piper LLP,dlapiper.com,1,0,0,1
1123309356,,Santander,Dresdner Kleinwort Wasserstein,ehus.com,0,0,0,0
2194982458,,Santander,Drinker Biddle & Reath LLP,dbr.com,0,0,0,0
8865747478,,Santander,Duane Morris LLP,duanemorris.com,2,1,0,1
5755555512,,Santander,dup,dup.com,0,0,0,0
5978800443,,Santander,dup,dup.com,0,0,0,0
4424364729,,Santander,DVB Nedship International Inc.,dvbbank.com,0,0,0,0
2100653384,,Santander,Dykema Gossett,dykema.com,1,0,1,0
83164005,,Santander,Dymas Capital,dymascapital.com,0,0,0,0
2345238006,,Santander,DZ Bank,dzbank.de,0,0,0,0
6883338285,,Santander,Eagle Bank,eaglebankcorp.com,8,1,4,3
2743980132,,Santander,East Boston Savings Bank,ebsb.com,5,1,3,1
9943088726,,Santander,East West Bank,eastwestbank.com,9,2,4,3
7724723883,,Santander,Eastern Bank,easternbank.com,34,2,22,10
7092723274,,Santander,Eaton Vance,eatonvance.com,3,0,2,1
2084440981,,Santander,EBI Consulting,ebiconsulting.com,2,0,0,2
6950131028,,Santander,Emigrant Savings,emigrant.com,39,0,28,11
7588243254,,Santander,"Emmet, Marvin & Martin, LLP",emmetmarvin.com,1,0,0,1
8430490584,,Santander,Empire Management,empiremanagement.com,1,0,0,1
8597728438,,Santander,Equity Bank,equitybank.com,2,0,0,2
9714056823,,Santander,Erickson Capital,erickson.com,1,0,0,1
2665998332,,Santander,Erste Bank,erstebank.com,0,0,0,0
6337829889,,Santander,ESun,esunbank.com,1,0,1,0
2524248194,,Santander,Eurohypo AG,ehy-us.com,5,0,3,2
1708394338,,Santander,Evans Senior Investments,evansseniorinvestments.com,1,0,0,1
1546329342,,Santander,"EverBank Commercial Finance, Inc.",everbank.com,5,1,4,0
9985060333,,Santander,Evergreen Management Associates,arclp.com,1,0,0,1
8865097942,,Santander,Extendicare,extendicare.com,1,0,0,1
3162418256,,Santander,Fall River Five,bankfive.com,1,0,0,1
5610881424,,Santander,"Farrell Fritz, P.C.",farrellfritz.com,1,0,0,1
5781120465,,Santander,FBOP Corporation,fbopcorp.com,1,0,1,0
5062465936,,Santander,Federal Deposit Insurance Corp.,fdic.gov,1,1,0,0
8698214365,,Santander,Fidelity Investment,fmr.com,0,0,0,0
6190352238,,Santander,Fidelity National Bank,fidelitybank.com,0,0,0,0
435945024,,Santander,Fifth Third Bank,53.com,68,5,38,25
850757609,,Santander,First Bank,firstbankfla.com,1,1,0,0
5380697505,,Santander,First Bank of New Jersey,firstbanknj.com,1,0,1,0
2233366791,,Santander,"First Bank Texas, N.A.",fbol.com,1,0,1,0
7882996205,,Santander,First Citizens,firstcitizens.com,5,2,2,1
9458761997,,Santander,First Commercial Bank,aol.com,2,0,2,0
8757786518,,Santander,First Commonwealth Bank,fcbanking.com,2,0,1,1
1751718124,,Santander,First County Bank,firstcountybank.com,1,0,0,1
2254305811,,Santander,First Hawaiian Bank,fhb.com,7,2,0,5
6954201073,,Santander,First Horizon,firsthorizon.com,12,3,5,4
9673029804,,Santander,First Merit,firstmerit.com,1,0,0,1
1838428704,,Santander,First Midwest,firstmidwest.com,0,0,0,0
523916978,,Santander,First National Bank,fnb-corp.com,3,0,2,1
8868297113,,Santander,First National Bank of Omaha,fnni.com,5,2,1,2
3900541408,,Santander,First National Bank of Pittsburgh,fnb-corp.com,11,0,9,2
1507755847,,Santander,First Niagara,fnfg.com,2,0,0,2
8014964528,,Santander,First Niagara Financial Group,fnfg.com,53,7,27,19
2387651354,,Santander,First Pioneer Farm Credit,firstpioneer.com,0,0,0,0
9982196203,,Santander,First Republic Bank,firstrepublic.com,1,0,1,0
5408640322,,Santander,First Tennessee Bank National Association,ftb.com,4,0,3,1
8432872953,,Santander,"First Tennessee Bank, N.A.",firsthorizon.com,3,1,0,2
7872014764,,Santander,First Trust Bank,firstrust.com,7,0,4,3
8039603135,,Santander,First United Bank,firstunitedbank.com,1,0,1,0
5679236077,,Santander,First US Bank,firstusbank.com,1,0,1,0
9336403248,,Santander,FirstBankNJ,firstbanknj.com,2,0,2,0
7317566241,,Santander,FirstMerit Bank,firstmerit.com,1,0,1,0
3788458763,,Santander,Firstrust Bank,firstrust.com,2,0,0,2
1002474991,,Santander,FirstWestern Trust,myfw.com,1,0,1,0
2509894857,,Santander,"FisherBroyles, LLP",fisherbroyles.com,1,0,0,1
8454319997,,Santander,Flagstar Bank,flagstar.com,18,2,10,6
7500456572,,Santander,FleetBoston,summitbank.com,0,0,0,0
1256936344,,Santander,Fletcher Tilton,fletchertilton.com,2,0,0,2
8615451876,,Santander,Florida Community Bank,fcb1923.com,4,0,2,2
6886409653,,Santander,Flushing Savings Bank FSB,flushingbank.com,4,0,3,1
7238011991,,Santander,Fortis Capital,fortiscapitalusa.com,0,0,0,0
1074605908,,Santander,Four Corners Capital Management,fccm.com,0,0,0,0
5575813351,,Santander,Fox Chase Bank,univest.net,3,0,1,2
1623458244,,Santander,Franklin Bank,bankfranklin.com,1,0,1,0
932963426,,Santander,Franklin Funds,frk.com,0,0,0,0
1083252416,,Santander,Freedom Capital,freedom3capital.com,1,0,0,1
6422762324,,Santander,Fremont Investment & Loan,fmtinv.com,0,0,0,0
3853191236,,Santander,FriedbergMilstein,friedbergmilstein.com,1,0,0,1
6758859488,,Santander,Frost Bank,frostbank.com,3,0,0,3
8788515023,,Santander,Frost National Bank,frostbank.com,0,0,0,0
1898230147,,Santander,Full Circle Capital,fccapital.com,1,0,0,1
486990548,,Santander,Fulton Bank,fultonbank.com,15,1,10,4
7907236375,,Santander,"GB Merchant Partners, LLC",gordonbrothers.com,0,0,0,0
3003480423,,Santander,GE Capital,ge.com,5,0,4,1
3417543763,,Santander,GE Commercial Finance,ge.com,0,0,0,0
6700356452,,Santander,GE Financial Assurance,corporate.ge.com,0,0,0,0
3921930211,,Santander,GE Healthcare Financial Services,ge.com,1,0,0,1
2891723113,,Santander,GE Real Estate,ge.com,1,0,0,1
4396825077,,Santander,Gebhardt & Smith,gebsmith.com,1,0,0,1
8158085688,,Santander,Genova Burns,genovaburns.com,3,0,1,2
2871096997,,Santander,Georgeadis Setley,georgeadissetley.com,1,0,0,1
6410496327,,Santander,Georgia Banking Company,georgiabanking.com,1,0,0,1
7297610279,,Santander,Gilbane,gilbaneco.com,1,1,0,0
9809156895,,Santander,Glazer Winston Honigman Ellick,ghelawfirm.com,1,0,0,1
2805246973,,Santander,Global Principal Investments,ml.com,0,0,0,0
3223955725,,Santander,GMAC Commercial Finance,ally.com,1,0,1,0
3904038199,,Santander,GMAC Commercial Finance LLC,websterbcc.com,0,0,0,0
364672467,,Santander,GoldenTree Asset Management,gtam.net,0,0,0,0
3860407231,,Santander,"Goldman, Sachs & Co.",gs.com,2,1,1,0
4002004948,,Santander,Golub Capital,golubcapital.com,0,0,0,0
1800472702,,Santander,"Gordon Brothers Group, LLC",gordonbrothers.com,1,0,0,1
7148816116,,Santander,Gorham Savings Bank,gorhamsavingsbank.com,1,0,0,1
1618958515,,Santander,Goulston&Storrs,GOULSTONSTORRS.com,5,1,0,4
1428555348,,Santander,Grandbridge Real Estate Capital,grandbridge.com,2,0,1,1
5079195177,,Santander,Grandview Capital Management,grandviewcapital.com,0,0,0,0
6833153257,,Santander,Great Southern Bank,greatsouthernbank.com,6,1,4,1
866101199,,Santander,Great-West Life & Annuity Insurance Company,greatwest.com,0,0,0,0
8213693306,,Santander,Greenberg Traurig,gtlaw.com,2,1,0,1
8981073447,,Santander,Greenspoon Marder LLP,gmlaw.com,1,1,0,0
3424801077,,Santander,GSC Partners,gscpartners.com,0,0,0,0
2849048915,,Santander,Guaranty Bank,guarantybank.com,7,1,5,1
3937453681,,Santander,Guardian Life Insurance Company of America,glic.com,0,0,0,0
1358888583,,Santander,Guggenheim Partners,guggenheimpartners.com,0,0,0,0
9316876334,,Santander,Gulf Stream Asset Management,gulfstreammgmt.com,0,0,0,0
523937724,,Santander,H/2 Capital Partners,h2cp.com,0,0,0,0
564859992,,Santander,"Hackett Feinberg, P.C.",bostonbusinesslaw.com,2,0,0,2
7801608264,,Santander,Halcyon Investments Inc.,halcyonllc.com,0,0,0,0
9131511922,,Santander,Hamilton Bank,hamiltonstatebank.com,3,0,2,1
8677536018,,Santander,Hancock Bank,hancockwhitney.com,1,0,1,0
6800015502,,Santander,Hancock Whitney,hancockwhitney.com,14,2,10,2
3826424669,,Santander,Harbor Group Consulting LLC,harborgroupconsulting.com,1,0,0,1
5877712767,,Santander,HarborOne,harborone.com,4,0,2,2
7354819848,,Santander,Harel,harel-ins.co.il,1,1,0,0
5323012013,,Santander,Harris Bank,bmo.com,7,2,4,1
2287057976,,Santander,Harris Trust & Savings,harrisbank.com,0,0,0,0
845470547,,Santander,"Healthcare Finance Group, Inc.",hfgusa.com,1,0,1,0
9369718375,,Santander,Helaba,helabany.com,18,0,9,9
4426067156,,Santander,"Heller Financial, Inc.",hellerfin.com,0,0,0,0
1383151172,,Santander,Hemenway & Barnes LLP,hembar.com,1,0,1,0
1063827038,,Santander,HFF,hfflp.com,1,0,1,0
2818380098,,Santander,"Highland Capital Management, L.P.",hcmlp.com,1,0,0,1
9049202814,,Santander,Highpoint Capital,highpoint-capital.com,1,1,0,0
495441108,,Santander,Hillcrest Bank,hillcrestbank.com,4,2,2,0
1468959232,,Santander,Hillmann,hillmannconsulting.com,1,0,0,1
7357056697,,Santander,HIMCO,thehartford.com,0,0,0,0
6813422447,,Santander,Hingham Institution for Savings,hinghamsavings.com,0,0,0,0
2104477843,,Santander,Hitachi Business Finance,hitachibusinessfinance.com,2,1,1,0
298495835,,Santander,Holland & Knight,hklaw.com,4,0,1,3
1516310608,,Santander,Howard Bank,howardbank.com,1,0,0,1
4775324688,,Santander,HSBC,us.hsbc.com,22,0,16,6
7623335163,,Santander,HSH Nordbank,hsh-nordbank.com,3,0,3,0
4575495455,,Santander,Huanan Commercial Bank,hncb.com,1,0,1,0
8361180128,,Santander,Hudson City Savings Bank,hcsbnj.com,2,0,1,1
2330218285,,Santander,Hudson Valley Bank,hvbank.com,1,0,1,0
8163400282,,Santander,Hunneman Capital Group,naihunneman.com,4,0,0,4
4506163609,,Santander,Huntington National Bank,huntington.com,19,3,11,5
1966731063,,Santander,HUSCH BLACKWELL LLP,huschblackwell.com,1,1,0,0
6202764245,,Santander,Hypo Real Estate Capital Corporation,dekabank.de,1,0,1,0
1673258628,,Santander,Hypoteckenbank in Essen AG,essenhyp.com,0,0,0,0
5625671022,,Santander,HypoVereinsbank,hvbamericas.com,0,0,0,0
1170702311,,Santander,Iberia Bank,iberiabank.com,8,1,2,5
5622371154,,Santander,IBJ Whitehall Bank & Trust Company,whitehallbcc.com,0,0,0,0
9204342885,,Santander,ICICI Bank,icicibank.com,1,0,1,0
4537385337,,Santander,IES Incorporated,iesinc.com,1,0,0,1
1114895985,,Santander,IKB Capital,ikbcc.com,0,0,0,0
4501280024,,Santander,Inbursa,inbursa.com,2,0,0,2
8879676021,,Santander,Industrial and Commercial Bank of China (ICBC),icbcstandard.com,2,0,2,0
2675451458,,Santander,infinity partners,comcast.net,1,0,0,1
4747855587,,Santander,ING Barings,americas.ing.com,0,0,0,0
2716469956,,Santander,ING Capital Advisors,americas.ing.com,1,0,1,0
1550131366,,Santander,ING Capital LLC,ing.com,3,0,2,1
4614157565,,Santander,ING Investments,ingfunds.com,1,0,0,1
5294396092,,Santander,ING Real Estate,ing.com,5,0,3,2
4422271644,,Santander,Insight Investment,insightinvestment.com,0,0,0,0
6462490586,,Santander,"Intcomex, Inc.",intcomex.com,0,0,0,0
7816176271,,Santander,Integrated Risk Advisors,integratedra.com,1,0,0,1
7423590467,,Santander,Interaudi Bank,interaudibank.com,1,0,0,1
7888414282,,Santander,Intercredit Bank,intercreditbank.com,1,0,0,1
3124906161,,Santander,Intesa Sanpaolo,intesasanpaolo.com,4,0,2,2
8464761289,,Santander,Invesco,invesco.com,0,0,0,0
6697465623,,Santander,Investec Bank,investec.co.uk,1,0,1,0
7770188411,,Santander,Investors Bank - NJ,investorsbank.com,17,1,14,2
2479204003,,Santander,Ion Bank,ionbank.com,1,0,1,0
2693336041,,Santander,Israel Discount Bank Limited,idbny.com,20,2,15,3
1202650772,,Santander,Istar,istar.com,0,0,0,0
9368113454,,Santander,Itau BBA International plc,itaubba.com,2,1,0,1
6475792593,,Santander,IVI,ivi-intl.com,2,2,0,0
4759143056,,Santander,J Street Companies,jstreetcompanies.com,2,0,1,1
9242873631,,Santander,Jackson Walker LLP,jw.com,2,0,0,2
1133318766,,Santander,JLL,am.jll.com,0,0,0,0
1957677454,,Santander,John Hancock Mutual Life Insurance,jhancock.com,2,0,2,0
3493849808,,Santander,Jones Day,jonesday.com,1,0,0,1
9946233702,,Santander,JP Morgan Chase,jpmorgan.com,10,1,7,2
3450556938,,Santander,Katsky Korins LLP,katskykorins.com,1,0,0,1
4776137236,,Santander,KBC Bank,kbc.be,8,5,1,2
5734909233,,Santander,Key Bank,keybank.com,35,8,18,9
6849211406,,Santander,Key Equipment Finance,key.com,2,0,1,1
4392719776,,Santander,Kidwell Capital,kidwellcapital.com,1,0,1,0
2567909075,,Santander,Knight Capital,knight.com,4,1,0,3
3416169913,,Santander,KW Commercial,kw.com,1,0,0,1
2475059193,,Santander,Lafayette Ambassador Bank,fult.com,1,0,1,0
9083569764,,Santander,Lake Forest Bank,lakeforestbank.com,1,0,0,1
8193125263,,Santander,LandBank,landbank.com.tw,2,1,1,0
6895706763,,Santander,Landesbank Baden-Wurttemberg,lbbwus.com,0,0,0,0
9621387039,,Santander,LaSalle National Bank,abnamro.com,2,1,1,0
7631153983,,Santander,LB Saar,saarlb.de,0,0,0,0
4657412647,,Santander,LBBW,LBBW.de,13,1,8,4
9222556222,,Santander,Lehman Brothers,lehman.com,0,0,0,0
7023311159,,Santander,Lender Consulting,lenderconsulting.com,1,0,1,0
7502564237,,Santander,Liberty Bank,liberty-bank.com,3,0,2,1
5025882742,,Santander,Liberty Mutual,lmginv.com,1,0,0,1
5477304986,,Santander,Life Care Services,lcsnet.com,3,0,1,2
5958140728,,Santander,Lightpoint Capital,lightpointcapital.com,0,0,0,0
3681413504,,Santander,Live Oak Bank,liveoak.bank,0,0,0,0
774474413,,Santander,Lloyds Bank,lbusa.com,2,1,0,1
3708544123,,Santander,Locke Lord,lockelord.com,1,0,0,1
7991375849,,Santander,Loews Financial,loews.com,0,0,0,0
3982602517,,Santander,"Lone Star U.S. Acquisitions, LLC",lonestarfunds.com,1,0,0,1
8333819398,,Santander,Longroad Asset Management,longroadllc.com,1,0,0,1
7876690129,,Santander,Lonicera Partners,lonicerapartners.com,1,0,0,1
1088392791,,Santander,Loomis Sayles,loomissayles.com,0,0,0,0
7494652597,,Santander,"Looney, Cohen & Aisenberg LLP",lca-llp.com,3,0,0,3
3004035932,,Santander,Lument,lument.com,0,0,0,0
6931104913,,Santander,M Bank,bankmbank.com,1,1,0,0
9517753686,,Santander,M&T Bank,mtb.com,48,8,25,15
1278080406,,Santander,Macquarie Bank Limited,macquarie.com,0,0,0,0
7927204199,,Santander,"Madison Capital Funding, LLC",mcfllc.com,0,0,0,0
8739484605,,Santander,Mandelbaum Salsberg,msgld.com,1,1,0,0
5044238213,,Santander,Manufacturers & Traders Trust Co.,mtb.com,30,2,24,4
4169001551,,Santander,Manufacturers Bank,manubank.com,0,0,0,0
5540415199,,Santander,Marcum Cronus Partners,cronuspartners.com,1,0,0,1
1414984107,,Santander,Mariner's Bank,marinersbk.com,0,0,0,0
3092321187,,Santander,Marshall and Isley Bank,micorp.com,4,0,2,2
6820344901,,Santander,Matrix Capital Bank,matrixbancorp.com,1,1,0,0
6787481596,,Santander,Maybank New York,maybankusa.com,5,0,5,0
6901004432,,Santander,MB Financial,mbfinancial.com,1,0,0,1
557839783,,Santander,McBride,mcbrideres.com,2,0,1,1
3958767629,,Santander,McCarter & English,mccarter.com,1,0,0,1
5171545558,,Santander,McNaul,mcnaul.com,1,0,0,1
5550518184,,Santander,McRoberts & Hartis,mcrobertslaw.com,1,0,0,1
4190139881,,Santander,Medallion,medallion.com,1,0,0,1
8243560984,,Santander,Mellon Bank,bnymellon.com,0,0,0,0
1154472287,,Santander,Mellon Trust of Florida,bnymellon.com,0,0,0,0
5876266221,,HTLF,Commerce Bank,commercebank.com,2,0,2,0
4033941395,,Santander,Merchants Capital,merchantscapital.com,0,0,0,0
5084543335,,Santander,Merrill Lynch Bank/Capital,exchange.ml.com,1,0,1,0
6020531528,,Santander,Merrill Lynch Capital Real Estate Finance,exchange.ml.com,0,0,0,0
6501075183,,Santander,Metropolitan Bank,Metropolitan.bank,0,0,0,0
7776491749,,Santander,Metropolitan Commercial Bank,mcbankny.com,2,0,0,2
4309136279,,Santander,Metropolitan Life Insurance Company,metlife.com,2,0,0,2
4400913298,,Santander,Metropolitan Properties,metprop.com,1,0,0,1
9094258048,,Santander,MGBD,mgbd.com,2,2,0,0
4674091805,,Santander,MidCap Financial,midcapfinancial.com,1,0,1,0
7664527047,,Santander,Middlesex Savings Bank,middlesexbank.com,25,6,9,10
6519041629,,Santander,MidFirst Bank,midfirst.com,36,0,27,9
5034111801,,Santander,MidPenn Bank,midpennbank.com,0,0,0,0
7213406893,,Santander,Milestone Advisors,milestonecap.com,1,1,0,0
7990182008,,Santander,Mill Creek,jonesday.com,1,0,0,1
3059732454,,Santander,Mizuho,mizuhocbus.com,3,0,3,0
2571783925,,Santander,MJC Development,juno.com,1,0,0,1
4799277464,,Santander,MJX Asset Management,mjxam.com,0,0,0,0
4587374275,,Santander,Moore&VanAllen,mvalaw.com,1,0,0,1
5553670736,,Santander,Morgan Stanley Dean Witter,morganstanley.com,2,0,2,0
409147368,,Santander,"Morgan, Lewis & Bockius LLP",morganlewis.com,1,0,1,0
5825491774,,Santander,Morrison & Foerster,mofo.com,2,0,0,2
3448175154,,Santander,MUFG,us.mufg.jp,0,0,0,0
1497704892,,Santander,Murray Murphy Moul + Basil LLP,mmmb.com,1,0,0,1
2221970001,,Santander,Mutual of Omaha,mutualofomaha.com,2,0,0,2
9237905414,,Santander,National Bank of Arizona,bankofarizona.com,1,0,1,0
7646888104,,Santander,National Bank of Kuwait,nbkny.com,1,0,1,0
1418092155,,Santander,National City Bank,nationalcity.com,2,0,1,1
7760388597,,Santander,National Cooperative Bank,ncb.coop,10,5,1,4
2882871282,,Santander,National Exchange Bank & Trust,nebat.com,4,0,3,1
2486576621,,Santander,National Life of Vermont,nationallife.com,0,0,0,0
1484176025,,Santander,National Penn Bank,nationalpenn.com,6,3,3,0
9494333222,,Santander,Nationwide Life Insurance,Nationwide.com,0,0,0,0
9726215203,,Santander,Natixis Real Estate Capital,natixis.com,3,0,1,2
9758864904,,Santander,NBT Bank,nbtbank.com,1,0,0,1
9703805327,,Santander,"NCB Management Services, Inc.",ncbi.com,1,0,0,1
9374330043,,Santander,NE Development,nedevelopment.com,1,1,0,0
8259058671,,Santander,Needham Bank,needhambank.com,4,0,2,2
5860980644,,Santander,New Alliance Bank,fnfg.com,0,0,0,0
7218139032,,Santander,New Alliance Bank,fnfg.com,0,0,0,0
7536956503,,Santander,New England Asset Mgmt/Gen Re,grneam.com,0,0,0,0
3104192307,,Santander,New York Community Bank,myNYCB.com,1,0,0,1
6580403346,,Santander,New York Life Insurance Company,nylim.com,0,0,0,0
8762296462,,Santander,Newbanks,newbanksboston.com,2,0,0,2
2318743361,,Santander,Newfleet Asset Management,newfleet.com,1,0,0,1
2521563749,,Santander,NewStar Financial,newstarfin.com,2,1,1,0
7068445039,,Santander,NexBank Capital,nexbankcap.com,5,0,1,4
7969656303,,Santander,Nomura Securities,us.nomura.com,0,0,0,0
5840303177,,Santander,Norddeutsche Landesbank Girozentrale,nordlb.com,0,0,0,0
151857509,,Santander,Norinchukin Bank,nochubank.or.jp,0,0,0,0
3351994382,,Santander,Northern Trust,ntrs.com,2,0,1,1
3871422105,,Santander,NorthStar Capital,nsamgroup.com,0,0,0,0
3443723062,,Santander,Northwestern Mutual Life,northwesternmutual.com,1,0,1,0
1713053432,,Santander,Nutter McClennen & Fish,nutter.com,3,0,0,3
5140669715,,Santander,Nuveen Green Capital,nuveen.com,0,0,0,0
4679408762,,Santander,Nuveen Real Estate,Nuveen.com,0,0,0,0
1756126393,,Santander,Nuveen Real Estate (TIAA Bank),nuveen.com,5,0,2,3
4284468109,,Santander,Oak Hill,ohpny.com,0,0,0,0
5282699849,,Santander,OceanFirst Bank,oceanfirst.com,9,2,4,3
3738828983,,Santander,Ohio Casualty,nationwide.com,0,0,0,0
4677981049,,Santander,Old National Bank,oldnational.com,4,1,2,1
8580876295,,Santander,Oppenheimer,oppenheimerfunds.com,0,0,0,0
4943094534,,Santander,Optum Bank,optum.com,16,2,4,10
3991883745,,Santander,Opus Bank,opusbank.com,1,0,1,0
4973283419,,Santander,"Orix Capital Markets, LLC",orixcm.com,0,0,0,0
806025586,,Santander,ORIX Financial Services,orixfin.com,0,0,0,0
2298735781,,Santander,Otterbourg,otterbourg.com,2,0,0,2
5475223039,,Santander,Pacific Investment Management Co.,pimco.com,0,0,0,0
678942391,,Santander,Pacific Life Insurance Company,pacificlife.com,0,0,0,0
4512764129,,Santander,Pacific Western Bank,pacwest.com,1,0,0,1
2203044862,,Santander,Par IV Capital Management LLC,par4capital.com,0,0,0,0
6956146779,,Santander,Parker Poe,parkerpoe.com,1,0,0,1
5174628897,,Santander,Partridge Snow & Hahn LLC,psh.com,1,0,1,0
6995365427,,Santander,Patriarch Partners,patriarch.org,0,0,0,0
147577072,,Santander,Patriot Savings Bank,ebsb.com,0,0,0,0
6670298103,,Santander,Patriot Savings Bank,ebsb.com,0,0,0,0
1737647644,,Santander,PB Capital,pb-us.com,7,0,5,2
8936521914,,Santander,PBI Bank,pbibank.com,0,0,0,0
5493258921,,Santander,PCCP,pccpllc.com,0,0,0,0
2723608692,,Santander,PeaPack Gladstone Bank,pgbank.com,8,2,4,2
7540075789,,Santander,PEFCO,pefco.com,1,0,0,1
8513022659,,Santander,PenFed,penfed.org,2,0,1,1
2975253222,,Santander,PenFed Credit Union,PenFed.org,1,0,0,1
5704140158,,Santander,Penn Liberty Bank,PENNLIBERTYBANK.COM,1,0,1,0
2563664196,,Santander,Peoples Bank,peoples.com,77,14,43,20
5441521215,,Santander,Peoples Security Bank and Trust Company,psbt.com,1,0,0,1
3647495004,,Santander,People's United Bank,mtb.com,1,0,1,0
8881268025,,Santander,PeoplesBank,bankatpeoples.com,2,0,0,2
9094077472,,Santander,Pfandbriefbank AG,pfandbriefbank.com,1,0,1,0
7408970994,,Santander,Pierce Atwood LLP,pierceatwood.com,3,0,0,3
7805079087,,Santander,Pinnacle Bank,pnfp.com,4,0,2,2
3926916087,,Santander,Plainfield Asset Management,pfam.com,0,0,0,0
2262172686,,Santander,PNC Bank,pnc.com,41,2,28,11
6379805825,,Santander,PNC Business Credit,pnc.com,1,0,0,1
7709736859,,Santander,Polsinelli,polsinelli.com,2,0,0,2
4047574121,,Santander,PPM/Jackson Life,ppmamerica.com,0,0,0,0
3094062736,,Santander,"Principal Financial Group, The",principal.com,0,0,0,0
4943505325,,Santander,Protective Life Insurance Company,protective.com,0,0,0,0
822491303,,Santander,Provident Bank,Provident.Bank,24,4,8,12
5839661882,,Santander,Provident Bank of Maryland,provbank.com,1,0,0,1
5581685629,,Santander,Prudential Bank,prudentialbanker.com,0,0,0,0
2046260536,,Santander,Prudential Capital Group,prudential.com,2,0,1,1
8125709373,,Santander,Prudential Insurance Company of America,prudential.com,1,0,1,0
9667124602,,Santander,Prudential Mortgage Capital,prudential.com,1,0,1,0
8276931424,,Santander,Pullman & Comley,PULLCOM.COM,1,0,0,1
7807921852,,Santander,Pullman and Comley LLP,pullcom.com,2,0,0,2
4116474645,,Santander,Putnam Investment Management,PUTNAM.COM,1,0,0,1
5908982272,,Santander,Q Investments,acmewidget.com,0,0,0,0
1978256385,,Santander,Rabobank Nederland,rabobank.com,0,0,0,0
8304210872,,Comerica,SheppardMullin,sheppardmullin.com,1,0,0,1
6747014112,,Comerica,Shuffield Lowman,shuffieldlowman.com,0,0,0,0
1035873808,,Comerica,Siemens,siemens.com,1,1,0,0
9195479338,,Comerica,Sierra Constellation Partners,scpllc.com,1,1,0,0
4714862945,,Comerica,Simmons Bank,simmonsbank.com,0,0,0,0
1139105398,,Comerica,Simon PLC,simonattys.com,1,1,0,0
3148472493,,Comerica,SinoPac,sinopac.com,1,0,1,0
620510207,,Comerica,SMBC,smbcgroup.com,1,0,1,0
5885918573,,Comerica,Soave,soave.com,0,0,0,0
5718202972,,Comerica,Societe Generale,sgcib.com,0,0,0,0
1346972817,,Comerica,SouthState Bank,ifinancial.com,6,5,0,1
9303507456,,Comerica,SPP Capital,sppcapital.com,0,0,0,0
7760894104,,Comerica,Stearns Weaver,stearnsweaver.com,0,0,0,0
8990922694,,Comerica,Stifel Bank,stifelbank.com,5,5,0,0
7099678395,,Comerica,Sunflower Bank,sunflowerbank.com,3,1,1,1
5372483345,,Comerica,Synovus,synovus.com,1,1,0,0
1587293423,,Comerica,Synovus Bank,synovus.com,3,1,0,2
7817094513,,Comerica,TD Bank,td.com,1,1,0,0
8640051115,,Comerica,Texas Capital Bank,texascapital.com,6,4,0,2
2606862527,,Comerica,The Alpert Group,alpertandalpert.com,0,0,0,0
432375746,,Comerica,Thompson Coburn,thompsoncoburn.com,0,0,0,0
5958806645,,Comerica,Torrey Pines Bank,torreypinesbank.com,0,0,0,0
1345403331,,Comerica,Toyota,toyota.com,5,4,0,1
4108073439,,Comerica,Truist,bbandt.com,0,0,0,0
1315696364,,Comerica,Truist Bank,truist.com,10,8,0,2
5318654875,,Comerica,Truist Securities,truist.com,1,0,0,1
803675272,,Comerica,Trustmark Bank,trustmark.com,14,11,1,2
1368410387,,Comerica,Tucker Law,tuckerlaw.com,0,0,0,0
5951654059,,Comerica,UBS,ubs.com,0,0,0,0
5537045287,,Comerica,UMB,jpmorgan.com,2,0,0,2
3188176869,,Comerica,UMB Financial,umb.com,0,0,0,0
6578210566,,Comerica,Umpqua Bank,umpquabank.com,1,1,0,0
7667893883,,Comerica,United Community Bank,ucbi.com,3,2,0,1
6952745238,,Comerica,US Bank,usbank.com,20,17,0,3
4145340921,,Comerica,Valley National,valley.com,1,1,0,0
4377584366,,Comerica,Varnum Law,varnumlaw.com,0,0,0,0
9682642326,,Comerica,Vectra Bank,vectrabank.com,0,0,0,0
3556396845,,Comerica,Veritex Bank,veritexbank.com,7,6,0,1
6266972908,,Comerica,Vermeer Mountain West,vermeermw.com,1,0,0,1
6926292911,,Comerica,VW Credit,vwcredit.com,3,3,0,0
9593847515,,Comerica,Waller Law,wallerlaw.com,1,1,0,0
5026059447,,Comerica,Ward and Smith,wardandsmith.com,0,0,0,0
1017181239,,Comerica,WBI Legal,wbilegal.com,1,1,0,0
9798212567,,Comerica,WDVG Co,wdvgco.com,1,1,0,0
6491876147,,Comerica,Webster Bank,WebsterBank.com,10,7,2,1
6441475614,,Comerica,Webster BCC,Websterbcc.com,0,0,0,0
2630601669,,Comerica,Wells Fargo,wellsfargo.com,11,8,1,2
2036653241,,Comerica,Western Alliance Bank,westernalliancebank.com,8,7,0,1
2818658004,,Comerica,Winstead,winstead.com,0,0,0,0
7278553534,,Comerica,Wintrust,wintrust.com,1,0,1,0
9537918027,,Comerica,Woodforest National Bank,woodforest.com,0,0,0,0
8561198344,,Comerica,WTNB,wtnb.com,2,2,0,0
7847361418,,Comerica,Zions Bancorp,calbt.com,21,16,1,4
